,result,move,moveEnd,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64
11,Draw,11,76,R,N,B,Q,K,B,None,R,P,P,None,None,b,P,P,None,None,None,P,None,None,None,None,P,None,None,None,P,None,None,None,None,None,None,p,p,P,None,None,None,None,None,n,None,None,None,None,None,p,p,None,None,p,p,p,p,r,None,None,q,k,b,n,r,1
12,Draw,12,75,R,N,B,Q,K,None,None,R,P,P,None,None,B,P,P,None,None,None,P,None,None,None,None,P,None,None,None,P,None,None,None,None,None,None,p,p,P,None,None,None,None,None,n,None,None,None,None,None,p,p,None,None,p,p,p,p,r,None,None,q,k,b,n,r,0
13,Draw,13,74,R,N,B,Q,K,None,None,R,P,P,None,None,B,P,P,None,None,None,P,None,None,None,None,P,None,None,None,P,None,None,None,None,None,None,p,p,P,None,None,None,None,None,n,None,p,None,None,None,p,p,None,None,None,p,p,p,r,None,None,q,k,b,n,r,1
14,Draw,14,73,R,N,B,Q,None,R,K,None,P,P,None,None,B,P,P,None,None,None,P,None,None,None,None,P,None,None,None,P,None,None,None,None,None,None,p,p,P,None,None,None,None,None,n,None,p,None,None,None,p,p,None,None,None,p,p,p,r,None,None,q,k,b,n,r,0
15,Draw,15,72,R,N,B,Q,None,R,K,None,P,P,None,None,B,P,P,None,None,None,P,None,None,None,None,P,None,None,None,P,None,None,None,None,None,None,p,p,P,None,None,None,None,q,n,None,p,None,None,None,p,p,None,None,None,p,p,p,r,None,None,None,k,b,n,r,1
16,Draw,16,71,R,N,B,Q,None,R,K,None,P,P,None,None,B,P,P,None,None,None,P,None,None,None,None,P,None,None,None,None,None,None,None,None,None,None,P,p,P,None,None,None,None,q,n,None,p,None,None,None,p,p,None,None,None,p,p,p,r,None,None,None,k,b,n,r,0
17,Draw,17,70,R,N,B,Q,None,R,K,None,P,P,None,None,B,P,P,None,None,None,P,None,None,None,None,P,None,None,None,None,None,None,None,None,None,None,b,p,P,None,None,None,None,q,n,None,p,None,None,None,p,p,None,None,None,p,p,p,r,None,None,None,k,None,n,r,1
18,Draw,18,69,R,N,B,Q,None,R,K,None,P,None,None,None,B,P,P,None,None,None,P,None,None,None,None,P,None,P,None,None,None,None,None,None,None,None,b,p,P,None,None,None,None,q,n,None,p,None,None,None,p,p,None,None,None,p,p,p,r,None,None,None,k,None,n,r,0
19,Draw,19,68,R,N,B,Q,None,R,K,None,P,None,None,None,B,P,P,None,None,None,P,None,None,None,None,P,None,P,None,None,None,None,None,None,None,None,None,p,P,None,None,None,None,q,n,None,p,None,None,None,p,p,None,None,b,p,p,p,r,None,None,None,k,None,n,r,1
20,Draw,20,67,R,N,None,Q,None,R,K,None,P,None,None,None,B,P,P,None,None,None,P,None,B,None,None,P,None,P,None,None,None,None,None,None,None,None,None,p,P,None,None,None,None,q,n,None,p,None,None,None,p,p,None,None,b,p,p,p,r,None,None,None,k,None,n,r,0
21,Draw,21,66,R,N,None,Q,None,R,K,None,P,None,None,None,B,P,P,None,None,None,P,None,B,None,None,P,None,P,None,None,None,None,None,None,None,None,None,p,P,None,None,None,None,None,n,None,p,None,None,None,p,p,q,None,b,p,p,p,r,None,None,None,k,None,n,r,1
22,Draw,22,65,R,N,None,Q,None,R,K,None,P,None,None,None,B,None,P,None,None,None,P,None,B,None,None,P,None,P,None,None,None,P,None,None,None,None,None,p,P,None,None,None,None,None,n,None,p,None,None,None,p,p,q,None,b,p,p,p,r,None,None,None,k,None,n,r,0
23,Draw,23,64,R,N,None,Q,None,R,K,None,P,None,None,None,B,None,P,None,None,None,P,None,B,None,None,P,None,P,None,None,None,P,None,None,None,None,None,p,P,None,None,None,None,None,n,None,p,None,None,n,p,p,q,None,b,p,p,p,r,None,None,None,k,None,None,r,1
24,Draw,24,63,R,None,None,Q,None,R,K,None,P,None,None,None,B,None,P,None,N,None,P,None,B,None,None,P,None,P,None,None,None,P,None,None,None,None,None,p,P,None,None,None,None,None,n,None,p,None,None,n,p,p,q,None,b,p,p,p,r,None,None,None,k,None,None,r,0
25,Draw,25,62,R,None,None,Q,None,R,K,None,P,None,None,None,B,None,P,None,N,None,P,None,B,None,None,P,None,P,None,None,None,P,None,None,None,None,None,p,P,None,None,None,p,None,n,None,p,None,None,n,None,p,q,None,b,p,p,p,r,None,None,None,k,None,None,r,1
26,Draw,26,61,R,None,None,Q,None,R,K,None,P,None,None,None,None,None,P,None,N,None,P,B,B,None,None,P,None,P,None,None,None,P,None,None,None,None,None,p,P,None,None,None,p,None,n,None,p,None,None,n,None,p,q,None,b,p,p,p,r,None,None,None,k,None,None,r,0
27,Draw,27,60,R,None,None,Q,None,R,K,None,P,None,None,None,None,None,P,None,N,None,P,B,B,None,None,P,None,P,None,None,None,P,None,None,None,None,None,p,P,None,None,None,p,None,n,None,p,None,None,n,None,p,q,None,b,p,p,p,r,None,None,None,None,r,k,None,1
28,Draw,28,59,R,None,None,Q,None,R,K,None,P,None,N,None,None,None,P,None,None,None,P,B,B,None,None,P,None,P,None,None,None,P,None,None,None,None,None,p,P,None,None,None,p,None,n,None,p,None,None,n,None,p,q,None,b,p,p,p,r,None,None,None,None,r,k,None,0
29,Draw,29,58,R,None,None,Q,None,R,K,None,P,None,N,None,None,None,P,None,None,None,P,B,B,None,None,P,None,P,None,None,None,P,None,None,None,None,None,p,P,None,None,None,p,None,n,None,p,p,None,n,None,p,q,None,b,None,p,p,r,None,None,None,None,r,k,None,1
30,Draw,30,57,R,None,None,Q,None,R,K,None,P,None,None,None,None,None,P,None,None,None,P,B,B,None,None,P,None,P,None,N,None,P,None,None,None,None,None,p,P,None,None,None,p,None,n,None,p,p,None,n,None,p,q,None,b,None,p,p,r,None,None,None,None,r,k,None,0
31,Draw,31,56,R,None,None,Q,None,R,K,None,P,None,None,None,None,None,P,None,None,None,P,B,B,None,None,P,None,P,None,n,None,P,None,None,None,None,None,p,P,None,None,None,p,None,None,None,p,p,None,n,None,p,q,None,b,None,p,p,r,None,None,None,None,r,k,None,1
32,Draw,32,55,R,None,None,Q,None,R,K,None,P,None,None,None,None,None,P,None,None,None,P,B,None,None,None,P,None,P,None,B,None,P,None,None,None,None,None,p,P,None,None,None,p,None,None,None,p,p,None,n,None,p,q,None,b,None,p,p,r,None,None,None,None,r,k,None,0
33,Draw,33,54,R,None,None,Q,None,R,K,None,P,None,None,None,None,None,P,None,None,None,P,B,None,None,None,P,None,P,None,B,None,P,None,None,None,None,None,p,p,None,None,None,p,None,None,None,p,None,None,n,None,p,q,None,b,None,p,p,r,None,None,None,None,r,k,None,1
34,Draw,34,53,R,None,None,Q,None,R,K,None,P,None,None,None,None,None,P,None,None,None,P,B,None,None,None,P,None,P,None,None,None,P,None,None,None,None,None,p,B,None,None,None,p,None,None,None,p,None,None,n,None,p,q,None,b,None,p,p,r,None,None,None,None,r,k,None,0
35,Draw,35,52,R,None,None,Q,None,R,K,None,P,None,None,None,None,None,P,None,None,None,P,B,None,None,None,P,None,P,None,None,None,P,None,None,None,None,None,p,B,None,None,None,p,None,None,b,p,None,None,n,None,p,q,None,None,None,p,p,r,None,None,None,None,r,k,None,1
36,Draw,36,51,R,None,None,Q,None,R,K,None,P,None,None,None,None,None,P,None,None,None,P,B,None,None,None,P,None,P,None,None,None,P,None,None,None,None,None,p,None,None,None,None,p,None,None,B,p,None,None,n,None,p,q,None,None,None,p,p,r,None,None,None,None,r,k,None,0
37,Draw,37,50,R,None,None,Q,None,R,K,None,P,None,None,None,None,None,P,None,None,None,P,B,None,None,None,P,None,P,None,None,None,P,None,None,None,None,None,p,None,None,None,None,p,None,None,q,p,None,None,n,None,p,None,None,None,None,p,p,r,None,None,None,None,r,k,None,1
38,Draw,38,49,R,None,None,None,None,R,K,None,P,None,None,Q,None,None,P,None,None,None,P,B,None,None,None,P,None,P,None,None,None,P,None,None,None,None,None,p,None,None,None,None,p,None,None,q,p,None,None,n,None,p,None,None,None,None,p,p,r,None,None,None,None,r,k,None,0
39,Draw,39,48,R,None,None,None,None,R,K,None,P,None,None,Q,None,None,P,None,None,None,P,B,None,None,None,P,None,P,None,None,None,P,None,None,None,None,None,p,None,n,None,None,p,None,None,q,p,None,None,None,None,p,None,None,None,None,p,p,r,None,None,None,None,r,k,None,1
40,Draw,40,47,None,None,None,None,R,R,K,None,P,None,None,Q,None,None,P,None,None,None,P,B,None,None,None,P,None,P,None,None,None,P,None,None,None,None,None,p,None,n,None,None,p,None,None,q,p,None,None,None,None,p,None,None,None,None,p,p,r,None,None,None,None,r,k,None,0
41,Draw,41,46,None,None,None,None,R,R,K,None,P,None,None,Q,None,None,P,None,None,None,P,B,None,None,None,P,None,P,None,None,None,P,None,None,None,None,None,p,None,n,None,None,p,None,None,q,p,None,None,None,None,p,None,None,None,None,p,p,None,None,r,None,None,r,k,None,1
42,Draw,42,45,None,None,None,None,None,R,K,None,P,None,None,Q,None,None,P,None,None,None,P,B,None,None,None,P,None,P,None,None,None,P,None,None,None,None,None,p,R,n,None,None,p,None,None,q,p,None,None,None,None,p,None,None,None,None,p,p,None,None,r,None,None,r,k,None,0
43,Draw,43,44,None,None,None,None,None,R,K,None,P,None,None,Q,None,None,P,None,None,None,P,B,None,None,None,P,None,P,None,None,None,P,None,None,None,None,None,p,R,n,None,None,p,None,None,q,p,r,None,None,None,p,None,None,None,None,p,p,None,None,r,None,None,None,k,None,1
44,Draw,44,43,None,None,None,None,R,None,K,None,P,None,None,Q,None,None,P,None,None,None,P,B,None,None,None,P,None,P,None,None,None,P,None,None,None,None,None,p,R,n,None,None,p,None,None,q,p,r,None,None,None,p,None,None,None,None,p,p,None,None,r,None,None,None,k,None,0
45,Draw,45,42,None,None,None,None,R,None,K,None,P,None,None,Q,None,None,P,None,None,None,P,B,None,None,None,P,None,P,None,None,None,P,None,None,None,None,None,p,R,n,None,None,p,None,None,q,p,r,p,None,None,p,None,None,None,None,None,p,None,None,r,None,None,None,k,None,1
46,Draw,46,41,None,None,None,None,R,None,K,None,P,None,None,Q,None,None,P,None,None,None,P,None,None,None,None,P,None,P,None,None,None,P,None,None,None,None,None,p,R,B,None,None,p,None,None,q,p,r,p,None,None,p,None,None,None,None,None,p,None,None,r,None,None,None,k,None,0
47,Draw,47,40,None,None,None,None,R,None,K,None,P,None,None,Q,None,None,P,None,None,None,P,None,None,None,None,P,None,P,None,None,None,P,None,None,None,None,None,p,R,p,None,None,p,None,None,q,p,r,None,None,None,p,None,None,None,None,None,p,None,None,r,None,None,None,k,None,1
48,Draw,48,39,None,None,None,None,R,None,K,None,P,None,None,None,None,None,P,None,None,None,P,None,Q,None,None,P,None,P,None,None,None,P,None,None,None,None,None,p,R,p,None,None,p,None,None,q,p,r,None,None,None,p,None,None,None,None,None,p,None,None,r,None,None,None,k,None,0
49,Draw,49,38,None,None,None,None,R,None,K,None,P,None,None,None,None,None,P,None,None,None,P,None,Q,None,None,P,None,P,None,None,None,P,None,None,None,None,None,p,R,p,None,None,p,None,r,q,p,r,None,None,None,p,None,None,None,None,None,p,None,None,None,None,None,None,k,None,1
50,Draw,50,37,None,None,None,None,R,None,K,None,None,None,None,None,None,None,P,None,None,None,P,None,Q,None,None,P,P,P,None,None,None,P,None,None,None,None,None,p,R,p,None,None,p,None,r,q,p,r,None,None,None,p,None,None,None,None,None,p,None,None,None,None,None,None,k,None,0
51,Draw,51,36,None,None,None,None,R,None,K,None,None,None,None,None,None,None,P,None,None,None,P,None,Q,None,None,P,P,P,None,None,None,P,None,None,None,None,None,p,R,p,None,None,p,None,r,None,p,r,None,None,None,p,q,None,None,None,None,p,None,None,None,None,None,None,k,None,1
52,Draw,52,35,None,None,None,None,R,None,K,None,None,None,None,None,None,None,P,None,None,None,None,None,Q,None,None,P,P,P,P,None,None,P,None,None,None,None,None,p,R,p,None,None,p,None,r,None,p,r,None,None,None,p,q,None,None,None,None,p,None,None,None,None,None,None,k,None,0
53,Draw,53,34,None,None,None,None,R,None,K,None,None,None,None,None,None,None,P,None,None,None,None,None,Q,None,None,P,P,P,r,None,None,P,None,None,None,None,None,p,R,p,None,None,p,None,None,None,p,r,None,None,None,p,q,None,None,None,None,p,None,None,None,None,None,None,k,None,1
54,Draw,54,33,None,None,None,None,R,None,K,None,None,None,None,None,None,None,P,None,None,None,None,None,Q,None,None,P,P,P,r,None,None,P,None,None,None,None,None,p,None,p,None,None,p,None,None,None,R,r,None,None,None,p,q,None,None,None,None,p,None,None,None,None,None,None,k,None,0
55,Draw,55,32,None,None,None,None,R,None,K,None,None,None,None,None,None,None,P,None,None,None,None,None,Q,None,None,P,P,P,None,None,r,P,None,None,None,None,None,p,None,p,None,None,p,None,None,None,R,r,None,None,None,p,q,None,None,None,None,p,None,None,None,None,None,None,k,None,1
56,Draw,56,31,None,None,None,None,R,None,K,None,None,None,None,None,None,None,P,None,None,None,None,None,None,None,Q,P,P,P,None,None,r,P,None,None,None,None,None,p,None,p,None,None,p,None,None,None,R,r,None,None,None,p,q,None,None,None,None,p,None,None,None,None,None,None,k,None,0
57,Draw,57,30,None,None,None,None,R,None,K,None,None,None,None,None,None,None,P,None,None,None,None,None,None,None,Q,P,P,P,None,None,r,P,None,None,None,None,None,p,None,p,None,None,p,None,None,None,R,r,None,None,None,p,None,None,None,None,q,p,None,None,None,None,None,None,k,None,1
58,Draw,58,29,None,None,None,None,R,None,K,None,None,None,None,None,None,None,P,None,None,None,None,None,None,None,Q,P,P,P,None,None,r,P,None,None,None,None,None,p,None,p,None,None,p,None,None,None,None,r,None,None,None,p,None,None,None,None,q,p,None,None,None,None,R,None,k,None,0
59,Draw,59,28,None,None,None,None,R,None,K,None,None,None,None,None,None,None,P,None,None,None,None,None,None,None,Q,P,P,P,None,None,r,P,None,None,None,None,None,p,None,p,None,None,p,None,None,None,None,None,None,None,None,p,None,None,None,None,q,p,None,None,None,None,R,r,k,None,1
60,Draw,60,27,None,None,None,None,R,None,K,None,None,None,None,None,None,None,P,None,None,None,None,None,None,None,None,P,P,P,None,None,r,P,None,None,None,None,None,p,None,p,None,None,p,None,None,None,None,None,None,None,None,p,None,None,None,None,Q,p,None,None,None,None,R,r,k,None,0
61,Draw,61,26,None,None,None,None,R,None,K,None,None,None,None,None,None,None,P,None,None,None,None,None,None,None,None,P,P,P,None,None,r,P,None,None,None,None,None,p,None,p,None,None,p,None,None,None,None,None,None,None,None,p,None,None,None,None,k,p,None,None,None,None,R,r,None,None,1
62,Draw,62,25,None,None,None,None,None,None,K,None,None,None,None,None,None,None,P,None,None,None,None,None,None,None,None,P,P,P,None,None,R,P,None,None,None,None,None,p,None,p,None,None,p,None,None,None,None,None,None,None,None,p,None,None,None,None,k,p,None,None,None,None,R,r,None,None,0
63,Draw,63,24,None,None,None,None,None,None,K,None,None,None,None,None,None,None,P,None,None,None,None,None,None,None,None,P,P,P,None,None,p,P,None,None,None,None,None,p,None,None,None,None,p,None,None,None,None,None,None,None,None,p,None,None,None,None,k,p,None,None,None,None,R,r,None,None,1
64,Draw,64,23,None,None,None,None,None,None,K,None,None,None,None,None,None,None,P,None,None,None,None,None,None,None,None,P,P,P,None,None,p,P,None,None,None,None,None,p,None,None,None,None,p,None,None,None,None,None,None,None,None,p,None,None,None,None,k,p,None,None,None,None,None,R,None,None,0
65,Draw,65,22,None,None,None,None,None,None,K,None,None,None,None,None,None,None,P,None,None,None,None,None,None,None,None,P,P,P,None,None,p,P,None,None,None,None,None,p,None,None,None,None,p,None,None,None,None,None,None,None,None,p,None,None,None,None,None,p,None,None,None,None,None,k,None,None,1
66,Draw,66,21,None,None,None,None,None,None,None,None,None,None,None,None,None,K,P,None,None,None,None,None,None,None,None,P,P,P,None,None,p,P,None,None,None,None,None,p,None,None,None,None,p,None,None,None,None,None,None,None,None,p,None,None,None,None,None,p,None,None,None,None,None,k,None,None,0
67,Draw,67,20,None,None,None,None,None,None,None,None,None,None,None,None,None,K,P,None,None,None,None,None,None,None,None,P,P,P,None,p,p,P,None,None,None,None,None,None,None,None,None,None,p,None,None,None,None,None,None,None,None,p,None,None,None,None,None,p,None,None,None,None,None,k,None,None,1
68,Draw,68,19,None,None,None,None,None,None,None,None,None,None,None,None,None,K,None,None,None,None,None,None,None,None,None,P,P,P,None,p,p,P,P,None,None,None,None,None,None,None,None,None,p,None,None,None,None,None,None,None,None,p,None,None,None,None,None,p,None,None,None,None,None,k,None,None,0
69,Draw,69,18,None,None,None,None,None,None,None,None,None,None,None,None,None,K,None,None,None,None,None,None,None,None,None,P,P,P,None,p,p,P,P,None,None,None,None,None,None,None,None,None,p,None,None,None,None,None,None,None,None,p,None,None,None,k,None,p,None,None,None,None,None,None,None,None,1
70,Draw,70,17,None,None,None,None,None,None,None,None,None,None,None,None,None,K,None,None,None,None,None,None,None,None,None,None,P,P,None,p,p,P,P,P,None,None,None,None,None,None,None,None,p,None,None,None,None,None,None,None,None,p,None,None,None,k,None,p,None,None,None,None,None,None,None,None,0
71,Draw,71,16,None,None,None,None,None,None,None,None,None,None,None,None,None,K,None,None,None,None,None,None,None,None,None,None,P,P,None,p,p,P,P,P,None,None,None,None,None,None,None,p,p,None,None,None,None,None,None,None,None,p,None,None,None,k,None,None,None,None,None,None,None,None,None,None,1
72,Draw,72,15,None,None,None,None,None,None,None,None,None,None,None,None,None,K,None,None,None,None,None,None,None,None,None,None,P,P,None,p,p,P,None,P,None,None,None,None,None,None,None,P,p,None,None,None,None,None,None,None,None,p,None,None,None,k,None,None,None,None,None,None,None,None,None,None,0
73,Draw,73,14,None,None,None,None,None,None,None,None,None,None,None,None,None,K,None,None,None,None,None,None,None,None,None,None,P,P,None,p,p,P,None,P,None,None,None,None,None,None,None,P,p,None,None,None,None,k,None,None,None,p,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1
74,Draw,74,13,None,None,None,None,None,None,None,None,None,None,None,None,None,K,None,None,None,None,None,None,None,None,None,None,P,P,None,p,p,P,None,P,None,None,None,None,None,None,None,None,p,None,None,None,None,k,None,P,None,p,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
75,Draw,75,12,None,None,None,None,None,None,None,None,None,None,None,None,None,K,None,None,None,None,None,None,None,None,None,None,P,P,None,p,p,P,None,P,None,None,None,None,None,None,None,None,p,None,None,None,None,None,k,P,None,p,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1
76,Draw,76,11,None,None,None,None,None,None,None,None,None,None,None,None,None,K,None,None,None,None,None,None,None,None,None,None,P,P,None,p,p,None,None,P,None,None,None,None,None,P,None,None,p,None,None,None,None,None,k,P,None,p,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
77,Draw,77,10,None,None,None,None,None,None,None,None,None,None,None,None,None,K,None,None,None,None,None,None,None,None,None,None,P,P,None,p,p,None,None,P,None,None,None,None,None,P,None,None,p,None,None,None,None,None,None,k,None,p,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1
78,Draw,78,9,None,None,None,None,None,None,None,None,None,None,None,None,None,K,None,None,None,None,None,None,None,None,None,None,None,P,None,p,p,None,None,P,P,None,None,None,None,P,None,None,p,None,None,None,None,None,None,k,None,p,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
79,Draw,79,8,None,None,None,None,None,None,None,None,None,None,None,None,None,K,None,None,None,None,None,None,None,None,None,None,None,P,None,p,p,None,None,P,P,None,None,None,None,P,None,k,p,None,None,None,None,None,None,None,None,p,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1
80,Draw,80,7,None,None,None,None,None,None,None,None,None,None,None,None,K,None,None,None,None,None,None,None,None,None,None,None,None,P,None,p,p,None,None,P,P,None,None,None,None,P,None,k,p,None,None,None,None,None,None,None,None,p,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
81,Draw,81,6,None,None,None,None,None,None,None,None,None,None,None,None,K,None,None,None,None,None,None,None,None,None,None,None,None,P,None,p,p,None,None,P,P,None,None,None,None,P,None,None,p,None,None,None,None,None,None,k,None,p,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1
82,Draw,82,5,None,None,None,None,None,None,None,None,None,None,None,None,None,K,None,None,None,None,None,None,None,None,None,None,None,P,None,p,p,None,None,P,P,None,None,None,None,P,None,None,p,None,None,None,None,None,None,k,None,p,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
83,Draw,83,4,None,None,None,None,None,None,None,None,None,None,None,None,None,K,None,None,None,None,None,None,None,None,None,None,None,P,None,p,p,None,None,P,P,None,None,None,None,P,None,k,p,None,None,None,None,None,None,None,None,p,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1
84,Draw,84,3,None,None,None,None,None,None,None,None,None,None,None,None,K,None,None,None,None,None,None,None,None,None,None,None,None,P,None,p,p,None,None,P,P,None,None,None,None,P,None,k,p,None,None,None,None,None,None,None,None,p,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
85,Draw,85,2,None,None,None,None,None,None,None,None,None,None,None,None,K,None,None,None,None,None,None,None,None,None,None,None,None,P,None,p,p,None,None,P,P,None,None,None,None,P,None,None,p,None,None,None,None,None,None,k,None,p,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1
86,Draw,86,1,None,None,None,None,None,None,None,None,None,None,None,None,None,K,None,None,None,None,None,None,None,None,None,None,None,P,None,p,p,None,None,P,P,None,None,None,None,P,None,None,p,None,None,None,None,None,None,k,None,p,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0
87,Draw,0,115,R,N,B,Q,K,B,N,R,P,P,P,None,P,P,P,P,None,None,None,None,None,None,None,None,None,None,None,P,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,p,p,p,p,p,p,p,p,r,n,b,q,k,b,n,r,0
88,Draw,1,114,R,N,B,Q,K,B,N,R,P,P,P,None,P,P,P,P,None,None,None,None,None,None,None,None,None,None,None,P,None,None,None,None,None,None,None,p,None,None,None,None,None,None,None,None,None,None,None,None,p,p,p,None,p,p,p,p,r,n,b,q,k,b,n,r,1
89,Draw,2,113,R,N,B,Q,K,B,N,R,P,P,None,None,P,P,P,P,None,None,None,None,None,None,None,None,None,None,P,P,None,None,None,None,None,None,None,p,None,None,None,None,None,None,None,None,None,None,None,None,p,p,p,None,p,p,p,p,r,n,b,q,k,b,n,r,0
90,Draw,3,112,R,N,B,Q,K,B,N,R,P,P,None,None,P,P,P,P,None,None,None,None,None,None,None,None,None,None,p,P,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,p,p,p,None,p,p,p,p,r,n,b,q,k,b,n,r,1
91,Draw,4,111,R,N,B,Q,K,B,N,R,P,P,None,None,None,P,P,P,None,None,None,None,P,None,None,None,None,None,p,P,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,p,p,p,None,p,p,p,p,r,n,b,q,k,b,n,r,0
92,Draw,5,110,R,N,B,Q,K,B,N,R,P,P,None,None,None,P,P,P,None,None,None,None,P,None,None,None,None,None,p,P,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,n,None,None,p,p,p,None,p,p,p,p,r,n,b,q,k,b,None,r,1
93,Draw,6,109,R,N,B,Q,K,None,N,R,P,P,None,None,None,P,P,P,None,None,None,None,P,None,None,None,None,None,B,P,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,n,None,None,p,p,p,None,p,p,p,p,r,n,b,q,k,b,None,r,0
94,Draw,7,108,R,N,B,Q,K,None,N,R,P,P,None,None,None,P,P,P,None,None,None,None,P,None,None,None,None,None,B,P,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,p,n,None,None,p,p,p,None,None,p,p,p,r,n,b,q,k,b,None,r,1
95,Draw,8,107,R,N,B,Q,K,None,None,R,P,P,None,None,None,P,P,P,None,None,None,None,P,N,None,None,None,None,B,P,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,p,n,None,None,p,p,p,None,None,p,p,p,r,n,b,q,k,b,None,r,0
